Ab. Y Paleteria La Chaparrita,1,4.0,N/A,23.6345012367459,-102.552784122527,Taylor Lake Village,TX 
Soda Pop Junction,15,3.5,$,35.3774095326662,-87.0059982687235,Lynnville,TN
La flor De Michoacan,12,5.0,$,35.8571233009823,-86.3930441538581,Murfreesboro,TN
Dairy Queen,14,3.5,$,35.84217,-86.4415,Murfreesboro,TN
Hwy 55 Burgers Shakes & Fries,25,4.0,$,35.7724337343193,-86.9151960034903,Spring Hill,TN
Culver's,27,3.0,$,35.8579516041269,-86.4400175903862,Murfreesboro,TN
SmallCakes Cupcake & Creamery,8,4.5,$,35.947247,-86.880899,Franklin,TN
La Michoacana,4,4.5,$,36.0174307808662,-86.5674686263685,La Vergne,TN
Baskin Robbins,3,4.0,$$$,35.84771,-86.4295099,Murfreesboro,TN
Lil Mikey Gourmet Italian Ice,3,5.0,$,35.84702,-86.41683,Murfreesboro,TN
Jeni's Splendid Ice Creams,8,3.5,$$,35.9322566,-86.8595257,Franklin,TN
Dairy Queen,1,5.0,N/A,35.4625913692443,-86.7833990603685,Lewisburg,TN
Sweet CeCe's,17,1.5,$,35.94594,-86.82017,Franklin,TN
Dairy Queen,16,2.5,$,35.769073,-86.917648,Spring Hill,TN
Prince's Parlor,7,3.5,$,35.2830238342285,-86.3738174438477,Lynchburg,TN
Baskin-Robbins,7,3.5,$,35.9258261038302,-86.8677377700806,Franklin,TN
Sonic Drive-In,9,3.0,$,35.9318237304688,-86.8247756958008,Franklin,TN
Marble Slab Creamery,1,3.0,N/A,35.958156,-86.813366,Franklin,TN
Baskin Robbins,1,1.0,$$,35.769073,-86.917648,Spring Hill,TN
Hwy 55 Burgers Shakes & Fries,33,3.5,$,35.9609680175781,-86.6709976196289,Nolensville,TN
Baskin-Robbins,13,2.0,$,35.959673584963,-86.8013362994383,Franklin,TN
Baskin-Robbins,4,2.5,N/A,35.9633899,-86.49654,Smyrna,TN
Dairy Queen,13,2.0,$,35.985584333539,-86.5504847466946,Smyrna,TN
Creamy World,1,3.0,$,35.8720282158276,-86.3542426005006,Murfreesboro,TN
MoonPie General Store,4,4.0,$,35.282569,-86.373056,Lynchburg,TN
Sonic,7,2.0,$,35.8653482848712,-86.4645303953355,Murfreesboro,TN
Dairy Queen Grill & Chill,4,3.0,$,35.83215,-86.35008,Murfreesboro,TN
TOPZ Frozen Yogurt & Metro Deli,13,4.0,$$,35.6813798116228,-85.7736777886748,McMinnville,TN
Dairy Queen,2,5.0,$,35.6940956,-85.7789688,Mc Minnville,TN
Kay's Kastles,6,4.0,$,35.22543,-85.21511,Soddy Daisy,TN
Dairy Queen,2,5.0,N/A,35.9574093441666,-85.8174574404267,Smithville,TN
Orange Leaf Frozen Yogurt,1,4.0,$$,35.1428,-85.24843,Hixson,TN
Sweet Frog Premium Frozen Yogurt,1,3.0,$$,35.1530370404315,-85.2488730847836,Hixson,TN
Tic Toc Ice Cream Parlor,21,5.0,$$,35.7414054870605,-84.3369827270508,Loudon,TN
Mayfield Dairy Farms,14,4.0,$,35.4488983154297,-84.5820465087891,Athens,TN
Sweet Frog Premium Frozen Yogurt,16,5.0,$,35.902436,-84.146144,Knoxville,TN
The Dairy Barn,12,4.0,$,35.45491,-84.620192,Athens,TN
D & B's Hot Dogs and Ice Cream,53,5.0,$,35.9808243164653,-84.1823906037683,Knoxville,TN
di'lishi frozen yogurt bar,10,4.5,$,35.8194651818787,-84.2694493092739,Lenoir City,TN
Bruster's Ice Cream,16,4.0,$,35.9409561157227,-84.0927429199219,Knoxville,TN
Culver's,17,4.0,$,35.9121406707054,-84.0845166204172,Knoxville,TN
Menchie's,12,3.5,$$,35.9016935527325,-84.1537076979876,Knoxville,TN
Potrillos Taqueria & Neveria,35,4.5,$$,35.8865762636829,-84.1514414248695,Knoxville,TN
Baskin-Robbins,1,5.0,$$,35.828313,-84.277831,Lenoir City,TN
Marble Slab Creamery,4,4.5,$$,35.9026413,-84.149231,Knoxville,TN
Tellico Beach Drive-In,11,4.0,$,35.3561791777611,-84.2692760378122,Tellico Plains,TN
Russell Stover Chocolates,3,4.5,$,35.46331,-84.642585,Athens,TN
Dixie Pig BBQ,4,4.5,$,35.432788,-84.4738988,Englewood,TN
Froyoz,1,5.0,$,35.8593378,-84.0761262,Knoxville,TN
Baskin-Robbins,3,3.0,$,35.90278,-84.15159,Knoxville,TN
Hilton Head Ice Cream,4,4.5,N/A,35.9126383066177,-84.0816367417574,Knoxville,TN
Frios Gourmet Popsicles - Knoxville,1,5.0,$,35.9097907704143,-84.0912508941437,Knoxville,TN
Baskin Robbins,1,1.0,N/A,36.0064519196749,-84.2538700997829,Oak Ridge,TN
Jack the Dipper Ice Cream,34,4.5,$,35.3756356861517,-83.2132344427612,Sylva,NC
Jack the Dipper Ice Cream,29,4.5,$,35.5006104,-82.986351,Waynesville,NC
Maddog's Creamery and Donuts,39,4.5,$$,35.721226,-83.497762,Gatlinburg,TN
Old Mill Creamery,58,4.5,$,35.7890014648438,-83.5535125732422,Pigeon Forge,TN
Glades Soda Fountain,15,5.0,$,35.74033,-83.46093,Gatlinburg,TN
Curl de la Crème - Ice Cream,26,4.5,$,35.80296,-83.57567,Pigeon Forge,TN
The Village Café And Creamery,16,4.5,$$,35.71216,-83.51422,Gatlinburg,TN
Kilwin's Chocolates and Ice Cream,38,4.0,$$,35.7129211,-83.5144196,Gatlinburg,TN
Log Cabin Frozen Treats,12,4.5,$$,35.52855,-82.99981,Waynesville,NC
Soda Pops,29,3.5,$,35.4291922599077,-83.4464708715677,Bryson City,NC
Tara Jean's Ice Cream & Bakery,37,4.5,$,35.9172325134277,-83.5810775756836,Sevierville,TN
Maddog's Creamery,39,3.5,$$,35.79434,-83.5646,Pigeon Forge,TN
Ice Cream Station,3,4.0,N/A,35.4990101545386,-83.3052696660161,Cherokee,NC
Maggie Valley Ice Cream & Yogurt,2,4.5,$,35.5163633823395,-83.086359500885,Maggie Valley,NC
Busy Bee Ventures,1,5.0,$,35.4772821890552,-83.3211964486922,Cherokee,NC
Maypops,40,3.0,$,35.7117754767834,-83.5176628626066,Gatlinburg,TN
Sweet Frog Premium Frozen Yogurt,19,4.0,$,35.801552176148,-83.573566322446,Pigeon Forge,TN
Mayfield Dairy Bar,12,3.5,$,35.7118683,-83.5171509,Gatlinburg,TN
Ben & Jerry's,14,4.0,$$,35.7126323895805,-83.5147029161453,Gatlinburg,TN
The Apple Valley Creamery and Bake Shop,12,3.5,$,35.82623,-83.57888,Sevierville,TN
FrostyBites Frozen Yogurt,1,5.0,N/A,35.360127,-83.201975,Sylva,NC
Trailhead Cafe And Bakery,37,4.5,$$,35.4899897156621,-82.9878247297629,Waynesville,NC
Dairy Queen,13,1.5,$,35.493,-83.3141389,Cherokee,NC
Ben & Jerry's,5,3.5,$$,35.832957,-83.569878,Sevierville,TN
Marble Slab Creamery,21,2.5,$$,35.78157,-83.55079,Pigeon Forge,TN
Scoops Ice Creme,1,5.0,N/A,35.4888802,-82.988327,Waynesville,NC
The Island Creamery,2,4.5,N/A,35.8034424410535,-83.5706183949803,Pigeon Forge,TN
Smoky Mountain Frozen Yogurt,1,3.0,N/A,35.4300346,-83.4470596,Bryson City,NC
Baskin-Robbins,19,3.0,$,35.7822685,-83.5508041,Pigeon Forge,TN
BeBop's Frozen Delights,5,4.5,$,35.8384289592505,-83.5631147772074,Sevierville,TN
Farmhouse Sweets,3,5.0,$$,35.7919351370017,-83.5600017383695,Pigeon Forge,TN
Russell Stover Chocolates,12,4.5,$,35.976081,-83.604633,Pigeon Forge,TN
Island Yogurt,6,2.5,$$,35.80656,-83.49708,Sevierville,TN
Red Barn Ice Cream,1,4.0,N/A,35.3406232302724,-83.56201171875,Bryson City,NC
Dairy Queen,1,4.0,N/A,35.8631832377226,-83.5311647552771,Sevierville,TN
Chocolate Monkey,4,2.5,$$,35.8289795,-83.5724258,Sevierville,TN
Red Gingham Country Store,1,3.0,$$,35.5279235839844,-82.9969024658203,Waynesville,NC
Baskin Robbins,6,2.0,N/A,35.71125,-83.51917,Gatlinburg,TN
Dairy Queen,3,4.0,$,35.1619415,-83.3922501,Franklin,NC
Tutti Frutti Frozen Yogurt,2,3.0,$$,35.8060684,-83.5783615,Pigeon Forge,TN
Baskin-Robbins,5,2.0,$$,35.8392181,-83.5712433,Sevierville,TN
Campus Scoop Ice Cream,1,5.0,N/A,35.3063421617729,-83.1907825364518,Cullowhee,NC
Adinas Sweet Shop,1,5.0,N/A,35.91723,-83.58107,Sevierville,TN
Edy's Ice Cream,1,1.0,N/A,35.7117301,-83.5180037,Gatlinburg,TN
"Kilwins Chocolates, Fudge, Ice Cream",19,4.5,$,35.617288818833,-82.3211978090677,Black Mountain,NC
Jack Frost Dairy Bar,12,4.5,$,35.65344,-82.0302899,Marion,NC
Ultimate Ice Cream,43,4.5,$,35.588409,-82.491539,Asheville,NC
Kilwin's of Hendersonville,26,5.0,$$,35.3179550170898,-82.4601669311523,Hendersonville,NC
Whit's Frozen Custard,16,4.0,$,35.307506,-82.457069,Hendersonville,NC
Hilltop Icecream,6,4.5,$,35.52342,-82.41828,Fairview,NC
Baabals Ice Cream & Coffee Shoppe,9,4.0,$,35.4369316101074,-82.5087509155273,Fletcher,NC
Main Street Coffee & Ice Cream,11,4.5,$,35.367798,-81.957497,Rutherfordton,NC
Mimi's Dairy-O Pizza & Grill,13,4.5,$$,35.38804,-81.97107,Rutherfordton,NC
Harry's Grill & Piggy's Ice Cream,17,4.5,$,35.3312187,-82.4495926,Hendersonville,NC
Scoops N'more,5,5.0,$,35.2551308,-82.1946411,Columbus,NC
Gop's Ice Cream Dream,3,5.0,$,35.3098486,-82.4625966,Hendersonville,NC
Dairy King,5,3.5,$,35.61423,-82.32422,Black Mountain,NC
Village Scoop,5,3.0,$,35.4400424659252,-82.2491937875748,Chimney Rock,NC
Scoop Ice Cream,5,4.5,$,35.4319,-82.23063,Lake Lure,NC
Hwy 55 Burgers Shakes & Fries,15,4.0,$,35.6485578971474,-82.0334243551527,Marion,NC
DT's Blue Ridge Diner,24,4.5,$,35.9158372,-82.0693819,Spruce Pine,NC
Yogurt World,4,5.0,$,35.310894,-82.461433,Hendersonville,NC
Marble Slab Creamery,8,4.0,$,35.3170738220215,-82.4607009887695,Hendersonville,NC
Sweet Frog Premium Frozen Yogurt,7,3.5,$,35.3150177,-82.460246,Hendersonville,NC
Linville River Mercantile and Bakery,4,5.0,N/A,36.01915,-81.93076,Newland,NC
Bonnie & Clyde's Drive In,11,4.5,$,36.0132916,-82.1892757,Bakersville,NC
Blue Ridge coffee shop & cafe,7,4.5,$$,35.9158372,-82.0693819,Spruce Pine,NC
Dairy Queen,6,1.5,$,35.6379123777151,-82.1440324187279,Old Fort,NC
Somewhere In Time,1,5.0,N/A,35.2354951947927,-82.3469770699739,Saluda,NC
Sweet Frog Premium Frozen Yogurt,1,3.0,$,35.333323509025,-81.8944000300236,Forest City,NC
Cool Cats,3,4.5,$,35.9172815693502,-82.3017503321171,Burnsville,NC
Simple Simons Sweets and Savories,1,4.0,$,35.2098198,-82.2396469,Tryon,NC
Cane Creek Creamery,1,5.0,N/A,35.4675001155488,-82.4608700349927,Fletcher,NC
Duck Alley,2,3.5,N/A,35.2356547862291,-82.3473941534758,Saluda,NC
The Frosty Shack,1,5.0,N/A,35.9139878,-82.0620808,Spruce Pine,NC
Paleteria El Rio,1,5.0,N/A,35.288389,-82.42609,East Flat Rock,NC
Rivers Edge Yogurt And Pizzeria,1,5.0,N/A,35.5741077481502,-82.503196488635,Asheville,NC
Stephanies Ice Cream,1,5.0,N/A,35.9157555655067,-82.2950733080506,Burnsville,NC
Sonic Drive-In,3,1.0,$,35.5518965844923,-82.473898964736,Asheville,NC
Whit's Frozen Custard,40,4.5,$,35.4957641356158,-80.8533582226236,Davidson,NC
Carolina Cones,30,4.5,$,35.4910888671875,-80.8581237792969,Cornelius,NC
Jack the Dipper Ice Cream,11,4.5,$,35.603063321119,-80.8956024084789,Mooresville,NC
Mooresville Ice Cream Parlor,18,4.5,$,35.58402,-80.81199,Mooresville,NC
Cookies N Creme,13,5.0,$,35.44375,-80.99059,Denver,NC
Di'lishi Frozen Yogurt Bar,16,5.0,$,35.7353783,-81.3256836,Hickory,NC
Golden Cow Creamery,153,4.5,$,35.2175736,-80.8579561,Charlotte,NC
Bruster's Real Ice Cream,20,4.0,$,35.5877494812012,-80.8748397827148,Mooresville,NC
Kilwins,51,4.5,$$,35.4459244394255,-80.8785840012506,Huntersville,NC
Two Scoops Creamery,129,4.5,$,35.22193,-80.82261,Charlotte,NC
Tony's Ice Cream Company,115,4.5,$,35.26253,-81.17321,Gastonia,NC
Uncle Louie G,6,4.5,$,35.5955963134766,-80.8653869628906,Mooresville,NC
Bruster's Ice Cream,23,4.0,$,35.448463,-80.891197,Cornelius,NC
Habibi Frozen Yogurt,6,5.0,N/A,35.47171,-81.2578599,Lincolnton,NC
Elizabeth Creamery,97,4.0,$,35.21413,-80.82649,Charlotte,NC
Ninety's Ice Cream & Sandwiches,70,4.0,$,35.3106384,-80.7488022,Charlotte,NC
Popbar,101,4.5,$,35.24707,-80.80624,Charlotte,NC
Sweet Frog Premium Frozen Yogurt,25,4.5,$,35.3742468,-80.7236989,Concord,NC
Sweet Frog Premium Frozen Yogurt,9,4.0,$,35.4423347075899,-80.8572630956769,Huntersville,NC
Two Scoops Creamery - Lake Norman,6,4.5,$,35.55805,-80.86234,Mooresville,NC
Udderly Delicious Ice Cream,11,4.5,$,35.7609418222362,-81.3336723834277,Hickory,NC
Barakah Creamery & Cafe,3,5.0,N/A,35.5276616914748,-80.8663718774915,Mooresville,NC
Sweet Frog Premium Frozen Yogurt,13,4.0,$,35.5892390675608,-80.85783675313,Mooresville,NC
Floyd & Blackie's,26,4.5,$,35.2348595,-81.0725403,Cramerton,NC
Southern Treats and Full Belly Deli,3,5.0,$,35.7015464220434,-80.8886457091025,Troutman,NC
Jay Bees,43,4.0,$,35.81029,-80.8272099,Statesville,NC
Mr. K's Soft Ice Cream & Drive In,132,4.0,$,35.2079,-80.85997,Charlotte,NC
Udderly Delicious Ice Cream,11,4.5,$,35.69564,-81.24243,Conover,NC
Menchie's Frozen Yogurt,79,4.0,$,35.2023808,-80.8449946,Charlotte,NC
Freddy's Frozen Custard & Steakburgers,57,4.0,$,35.3743725776272,-80.7249820399888,Concord,NC
King of Pops,81,4.5,$,35.204712,-80.86684,Charlotte,NC
Sweet Frog Premium Frozen Yogurt,16,4.5,$,35.2637938949172,-81.134825152121,Gastonia,NC
Lighthouse Station Ice Cream,8,4.5,$,35.5011681224974,-80.9974219277501,Denver,NC
Morgan's Ice Cream Parlor & More,7,4.0,$$,35.47977,-81.23223,Lincolnton,NC
Downtown Dairy Treats,4,5.0,N/A,35.4725833399344,-81.2572815926512,Lincolnton,NC
Ben & Jerry's,10,4.5,$$,35.4981308,-80.8492966,Davidson,NC
Rita's Italian Ice,36,4.5,$,35.33702,-80.756294,Charlotte,NC
Cold Stone Creamery,24,3.5,$$,35.34128,-80.76517,Charlotte,NC
Denver Ice Cream Shop,2,4.0,N/A,35.503081,-81.000678,Denver,NC
Udderly Delicious Ice Cream Factory,5,4.0,$,35.7145919799805,-81.3345336914062,Hickory,NC
Insomnia Cookies,35,3.5,$,35.3121814771717,-80.7458409316892,Charlotte,NC
TCBY,4,4.0,$,35.408839,-80.86112,Huntersville,NC
X-tra Ball Ice Cream & Pinball,4,5.0,$,35.3191012,-80.953023,Charlotte,NC
Coffee Cone Cafe,15,5.0,$$,35.3067179666921,-80.7219369463311,Charlotte,NC
Fruiticup,51,3.5,$,35.31064,-80.7488,Charlotte,NC
CherryBerry Yogurt Bar,43,4.0,$,35.21267,-80.83563,Charlotte,NC
Rita's Italian Ice,39,4.0,$,35.220861,-80.810139,Charlotte,NC
Ben & Jerry's,6,4.0,$$,35.4462538,-80.8791588,Huntersville,NC
Pike's Old Fashioned Soda Shop,255,3.5,$$,35.21118,-80.86093,Charlotte,NC
The Soda Shop,60,2.5,$,35.4990425,-80.848732,Davidson,NC
Di'lishi Frozen Yogurt Bar,7,4.5,$$,35.68922,-79.811913,Asheboro,NC
Ben's Icecream,5,4.5,$,35.3005447,-79.6646576,Eagle Springs,NC
Tea Time Boba Tea Lounge,43,4.0,$,35.97902,-80.01987,High Point,NC
BlueBoys Frozen Desserts,1,5.0,N/A,35.7024689,-79.7870789,Asheboro,NC
Homeland Creamery,15,4.5,$,35.94542,-79.6172,Julian,NC
The Ice Queen,15,4.5,$,36.0691146850586,-79.8910217285156,Greensboro,NC
Huddle House,7,3.5,$,35.6866188049316,-79.8250503540039,Asheboro,NC
Sweet Frog Premium Frozen Yogurt,1,5.0,N/A,35.342086,-80.175559,Albemarle,NC
Nattie's Frozen Creations,6,3.5,$,35.913365,-79.972443,Archdale,NC
Hwy 55 Burgers Shakes & Fries,14,3.0,$,35.820554,-79.821939,Randleman,NC
Sweetie's Frozen Yogurt,3,3.5,$,35.8220547,-79.8239763,Randleman,NC
Chappell's Ice Cream Shop,2,4.5,$,35.2983689241101,-79.7241338101306,Candor,NC
GloryBeans CoffeeHouse,5,5.0,$,35.350602,-80.198825,Albemarle,NC
Hometown Sweets,1,5.0,$,35.8010505483074,-79.8106337646512,Randleman,NC
Frido Ice Cream Shop,1,4.0,N/A,35.7237701,-79.8099594,Asheboro,NC
Mayberry Ice Cream Restaurants,11,1.5,$,35.9728,-80.019,High Point,NC
Sweet Frog Premium Frozen Yogurt,1,4.0,$,35.85905,-80.07449,Thomasville,NC
Stanly Food Mart,1,5.0,N/A,35.3982386,-80.2011175,Albemarle,NC
Hwy 55 Burgers Shakes & Fries,4,2.5,$,35.9155959,-76.2668395,Columbia,NC
Cupcake Cuties Cafe & Bakery,3,3.5,$,36.0072058031013,-80.1355039473244,Winston-Salem,NC
Hwy 55 Burgers Shakes & Fries,21,3.0,$,36.00297,-79.79361,Greensboro,NC
Baskin Robbins,2,2.5,N/A,35.9833221,-80.0167007,High Point,NC
Sunni Sky's Homemade Ice Cream,170,4.5,$,35.531809,-78.744607,Angier,NC
Andia's Homemade Ice Cream,33,4.5,$,35.8206,-78.9010799,Cary,NC
Treat,107,4.5,$,35.7765,-78.63641,Raleigh,NC
Mama Bird's Cookies & Cream,22,4.5,$$,35.655127,-78.834171,Holly Springs,NC
Fresh,158,4.0,$,35.8542571,-78.700673,Raleigh,NC
FRESH Local Ice Cream,41,4.5,$$,35.7872107,-78.779888,Cary,NC
Brusters Real Ice Cream,24,4.5,$,35.7441775,-78.8226684,Apex,NC
Porter Farms & Nursery,14,5.0,$,35.5839653,-78.6710968,Willow Spring,NC
Kilwin's Chocolates & Ice Cream,52,4.5,$$,35.7914388,-78.8484046,Cary,NC
Mr. Cool Ice Cream,23,3.5,$$,35.7448686,-78.8725893,Apex,NC
Chuck & Buck Cones 'N Cups,153,4.5,$,35.846501,-78.579841,Raleigh,NC
Goodberry's Frozen Custard,76,4.0,$,35.7658184155743,-78.7835405965156,Cary,NC
The Parlour,367,4.5,$,35.9966701925854,-78.9021915539673,Durham,NC
Happy Holly's,8,5.0,$,35.658931936069,-78.8355519182497,Holly Springs,NC
Escazú Artisan Chocolates,125,4.5,$$,35.79339467331,-78.635412747012,Raleigh,NC
Goodberry's Frozen Custard,68,4.0,$,35.7891249,-78.6600035,Raleigh,NC
Sweet Creations Frozen Yogurt,12,4.0,$,35.5949097,-78.7967911,Fuquay-Varina,NC
YoLo Frozen Yogurt,52,4.0,$,35.807253771431,-78.814267405367,Morrisville,NC
Yopop Frozen Yogurt,34,4.0,$,35.760476,-78.740249,Cary,NC
Menchie's Frozen Yogurt,14,5.0,$,35.7158701,-78.6395675,Garner,NC
Sam's Flying Scoops,11,4.5,$,35.54736,-78.39048,Smithfield,NC
Sub Zero Ice Cream,25,3.5,$$$,35.6547620147467,-78.8252969831228,Holly Springs,NC
Bruster's Real Ice-cream,24,4.0,$,35.903237,-78.9517334,Durham,NC
Common Grounds Coffee House & Desserts,65,4.5,$,35.7322305625978,-78.8506803798182,Apex,NC
Goodberrys Frozen Custard,47,4.0,$,35.7896823,-78.8472455,Cary,NC
Sweet Spoons,13,4.0,$$,35.7379705,-78.8643799,Apex,NC
Pelican's Snoballs,23,4.5,$,35.7000846862793,-78.66748046875,Raleigh,NC
Bruster's Real Ice Cream,22,4.5,$,35.905122,-78.588892,Raleigh,NC
Menchie's Frozen Yogurt,23,4.0,$$,35.8581958698229,-78.6807168647647,Raleigh,NC
My Berry Frozen Yogurt Cafe,23,4.0,$$,35.7015406,-78.7931259,Cary,NC
Menchie's Frozen Yogurt,85,4.5,$,35.9209213256836,-78.9564208984375,Durham,NC
Citizen Pops,67,4.0,$,35.853279,-78.687299,Raleigh,NC
Crema,60,3.5,$,35.7788300868831,-78.6390419218276,Raleigh,NC
Yogurt Pump,96,4.5,$,35.913287,-79.056365,Chapel Hill,NC
Sweet Spoons,27,4.5,$,35.94197,-78.54124,Raleigh,NC
Goodberrys Frozen Custard,40,4.5,$,35.860849,-78.598688,Raleigh,NC
SweetWater New York Ice,12,5.0,$,35.890231,-78.9175088,Raleigh,NC
Lumpy's Ice Cream,50,4.5,$,35.97799,-78.50747,Wake Forest,NC
Pine Cone,21,4.5,$,36.0003329912094,-78.909928181588,Durham,NC
Ali-Gators Snoballs,28,4.5,$,35.744795,-78.737381,Cary,NC
Sweet Frog Premium Frozen Yogurt,15,3.5,$,35.7471566216163,-78.7464165687561,Cary,NC
Smallcakes the Cupcakery,33,3.5,$,35.788376,-78.669244,Raleigh,NC
Yogen Fruz,9,4.5,$$,35.838509,-78.675308,Raleigh,NC
Menchie's Frozen Yogurt,5,5.0,$,35.8442454387922,-78.8886192371991,Cary,NC
Sweet Frog Premium Frozen Yogurt,16,4.0,$,35.8721651,-78.5830895,Raleigh,NC
La Monarca,36,5.0,$,36.01645,-78.88601,Durham,NC
Mixx Ice Cream,16,4.0,$$,35.9049683026168,-78.7841103433408,Raleigh,NC
Dairy Depot,36,4.5,$,35.950584,-78.510383,Wake Forest,NC
Ben & Jerry's,8,4.5,$$,35.7940844,-78.6882723,Raleigh,NC
Goodberry's Frozen Custard,27,4.0,$,35.902214,-78.656959,Raleigh,NC
Simply Natural Creamery,12,5.0,$,35.45527,-77.5346,Ayden,NC
Tarboro Coffee House,8,4.5,$$,35.8982322,-77.5350769,Tarboro,NC
SaYum Jamaican Food,17,4.0,$,35.7228721579335,-77.9084043744733,Wilson,NC
Sweet Frog Premium Frozen Yogurt,5,4.5,$,35.588661418722,-77.367657372371,Greenville,NC
Dairy Bar,2,5.0,$,35.2421303,-77.5800705,Kinston,NC
Cold Stone Creamery,6,4.0,$$,35.5823287963867,-77.3732070922852,Greenville,NC
Froyo 101,6,3.0,$$$$,35.7435645960471,-77.9639013447199,Wilson,NC
Pitstop Shoppe,9,3.5,$$$,35.963806,-77.8532358,Rocky Mount,NC
Dairy Queen,1,5.0,$$,35.5495354145672,-77.4047210811619,Winterville,NC
Kickin Kiwi,6,5.0,$,35.3975374,-77.9644054,Goldsboro,NC
Delicias Michoacanas,1,5.0,$,35.37576,-77.95093,Goldsboro,NC
Sweet Frog Premium Frozen Yogurt,5,4.0,$$,35.3752557188272,-77.9519033432007,Goldsboro,NC
Hwy 55 Burgers Shakes & Fries,4,4.5,$,35.60873,-77.81738,Stantonsburg,NC
Dippin' Dots,3,2.5,$$,35.5869264,-77.3694455,Greenville,NC
Sweet Frog Premium Frozen Yogurt,1,5.0,$$,35.2860368,-77.5896184,Kinston,NC
Baskin-Robbins,2,2.5,$$,35.5660019,-77.3576813,Greenville,NC
Hwy 55 Burgers Shakes & Fries,12,4.5,$,35.8966270071087,-77.5578675332275,Tarboro,NC
Hwy 55 Burgers Shakes & Fries,2,4.0,$,35.598899,-77.407,Greenville,NC
Insomnia Cookies,6,3.0,$,35.6108951985497,-77.3723812872372,Greenville,NC
The Inside Scoop,1,5.0,$,35.26229,-77.58307,Kinston,NC
Hwy 55 Burgers Shakes & Fries,4,3.0,$,35.56276,-77.406,Greenville,NC
Creamery Family Resturant,4,4.0,$,35.70972,-77.92608,Wilson,NC
Dairy Queen,1,1.0,$,35.771312713623,-77.9406280517578,Wilson,NC
Hwy 55 Burgers Shakes & Fries,3,2.5,N/A,35.581767,-77.5934038,Farmville,NC
Hwy 55 Burgers Shakes & Fries,4,4.5,N/A,35.581457,-77.307981,Greenville,NC
Cold Stone Creamery,2,3.0,$$,35.38246,-77.9317499,Goldsboro,NC
Hwy 55 Burgers Shakes & Fries,4,4.5,$,35.9701631,-77.9382075,Nashville,NC
Hwy 55 Burgers Shakes & Fries,1,4.0,$$,35.45528,-77.69199,Snow Hill,NC
Hwy 55 Burgers Shakes & Fries,9,4.0,$,35.3435187458356,-77.9178849051262,Goldsboro,NC
Dairy Queen,1,1.0,$,35.3956604,-77.9724197,Goldsboro,NC
Hwy 55 Burgers Shakes & Fries,4,3.5,$,35.3754501,-77.9484177,Goldsboro,NC
Hwy 55 Burgers Shakes & Fries,2,5.0,$,35.5670738220215,-77.3548965454102,Greenville,NC
Hwy 55 Burgers Shakes & Fries,2,4.0,$,35.2872637785432,-77.5887716952806,Kinston,NC
Hwy 55 Burgers Shakes & Fries,2,3.0,$,35.3746643,-77.4395752,Grifton,NC
Hwy 55 Burgers Shakes & Fries,3,2.5,$,35.3956107,-77.9723772,Goldsboro,NC
Hwy 55 Burgers Shakes & Fries,3,2.0,N/A,35.9699326,-77.8104248,Rocky Mount,NC
Hwy 55 Burgers Shakes & Fries,1,5.0,N/A,35.5529992,-76.6250466,Belhaven,NC
The Frozen Shark,1,5.0,N/A,35.3046277910471,-76.7868570238352,Aurora,NC
Village Conery,24,4.0,$,35.51642,-75.47487,Salvo,NC
Beads & Beans OBX,12,4.5,$,35.58691,-75.467198,Rodanthe,NC
Scammell's Ice Cream Parlor,60,4.5,$,35.9216522398611,-75.6042697280645,Nags Head,NC
Cups and Cones,25,4.0,$,35.359085,-75.50208,Avon,NC
Surfin' Spoon,149,5.0,$,35.9886856079102,-75.642448425293,Nags Head,NC
Fatty's Treats N Tours,24,4.5,$,35.2672157287598,-75.5200653076172,Buxton,NC
Happy Belly Ice Cream,26,4.5,$,35.215510951398,-75.6779737456421,Hatteras,NC
Cool Wave Ice Cream Shoppe,6,4.5,$,35.2654305,-75.5296402,Buxton,NC
The Spot,51,4.5,$$,35.9799957275391,-75.6415634155273,Nags Head,NC
Hatteras Island Sno-Balls,14,4.5,$,35.780888,-75.545296,Hatteras,NC
Fatty's Eatery,60,4.5,$,35.26666,-75.5197,Buxton,NC
Dairy Queen of Waves,9,3.5,N/A,35.57371,-75.46762,Waves,NC
Olde Towne Creamery,14,4.5,$,35.908843,-75.676312,Manteo,NC
Booty Treats,69,4.0,$,35.98474,-75.64016,Nags Head,NC
Big Buck's Homemade Ice Cream and Espresso Bar,15,3.5,$,35.909365,-75.66898,Manteo,NC
Kill Devil's Frozen Custard & Beach Fries,213,4.0,$,36.00605,-75.657,Kill Devil Hills,NC
Fatboyz Ice Cream & Grill,63,3.5,$,35.9107567369938,-75.5980530381203,Nags Head,NC
Uncle Eddy's Frozen Custard,9,3.0,$,35.2651385869583,-75.5227455695424,Buxton,NC
Island Snowball Company,18,4.0,$,35.93777,-75.61658,Nags Head,NC
Scoop's Ice Cream Parlor,47,3.5,$,35.95839,-75.62528,Nags Head,NC
Dairy Queen of Cape Hatteras,9,3.5,$,35.36451,-75.50058,Avon,NC
American Pie Pizza & Homemade Ice Cream,62,3.5,$,35.99947,-75.6490199,Kill Devil Hills,NC
Peace Frogs Frozen Yogurt,4,5.0,$,35.914886,-75.603828,Nags Head,NC
Old Towne Creamy,3,4.5,$,35.9088132341146,-75.6763172149658,Manteo,NC
